0,5,1,6.02,0
0,5,1,4.01,1
0,5,1,2.01,0
0,6,1,6.02,0
0,6,1,4.02,1
0,6,1,2.01,0
0,7,1,6.02,0
0,7,1,4.01,1
0,7,1,2.01,0
0,1,1,6.02,0
0,1,1,4.01,1
0,1,1,2.01,0
1,2,1,6.02,0
1,2,1,4.01,1
1,2,1,2.01,0
2,3,1,6.02,0
2,3,1,4.01,1
2,3,1,2.01,0
4,5,2,6.02,0
4,5,2,4.02,1
4,5,2,2.01,0
5,6,1,6.02,0
5,6,1,4.02,1
5,6,1,2.01,0
7,7,1,6.02,0
7,7,1,4.01,1
7,7,1,2.01,0
7,1,1,6.02,0
7,1,1,4.01,1
7,1,1,2.01,0
8,2,1,6.02,0
8,2,1,4.02,1
8,2,1,2.01,0
9,3,1,6.02,0
9,3,1,4.02,1
9,3,1,2.01,0
10,4,1,6.02,0
10,4,1,4.02,1
10,4,1,2.01,0
11,5,1,6.03,0
11,5,1,4.02,1
11,5,1,2.01,0
12,6,1,6.03,0
12,6,1,4.02,1
12,6,1,2.01,0
13,7,1,6.02,0
13,7,1,4.02,1
13,7,1,2.01,0
14,1,1,6.02,0
14,1,1,4.02,1
14,1,1,2.01,0
15,2,1,6.02,0
15,2,1,4.02,1
15,2,1,2.01,0
16,3,1,6.02,0
16,3,1,4.02,1
16,3,1,2.01,0
17,4,1,6.03,0
17,4,1,4.02,1
17,4,1,2.01,0
18,5,1,6.03,0
18,5,1,4.02,1
18,5,1,2.01,0
19,6,1,6.03,0
19,6,1,4.02,1
19,6,1,2.01,0
20,7,1,6.02,0
20,7,1,4.02,1
20,7,1,2.01,0
21,1,1,6.03,0
21,1,1,4.02,1
21,1,1,2.01,0
22,2,1,6.03,0
22,2,1,4.02,1
22,2,1,2.01,0
23,3,1,6.03,0
23,3,1,4.02,1
23,3,1,2.01,0
24,4,1,6.03,0
24,4,1,4.02,1
24,4,1,2.01,0
25,5,1,6.03,0
25,5,1,4.02,1
25,5,1,2.01,0
26,6,1,6.03,0
26,6,1,4.02,1
26,6,1,2.01,0
27,7,1,6.03,0
27,7,1,4.02,1
27,7,1,2.01,0
28,1,1,6.03,0
28,1,1,4.02,1
28,1,1,2.01,0
29,2,1,6.03,0
29,2,1,4.02,1
29,2,1,2.01,0
30,3,1,6.03,0
30,3,1,4.02,1
30,3,1,2.01,0
31,4,1,6.03,0
31,4,1,4.02,1
31,4,1,2.01,0
32,5,1,6.03,0
32,5,1,4.02,1
32,5,1,2.01,0
33,6,1,6.03,0
33,6,1,4.02,1
33,6,1,2.01,0
34,7,1,6.03,0
34,7,1,4.02,1
34,7,1,2.01,0
35,1,1,6.03,0
35,1,1,4.02,1
35,1,1,2.01,0
36,2,1,6.03,0
36,2,1,4.02,1
36,2,1,2.01,0
37,3,1,6.03,0
37,3,1,4.02,1
37,3,1,2.01,0
38,4,1,6.03,0
38,4,1,4.02,1
38,4,1,2.01,0
39,5,1,6.03,0
39,5,1,4.02,1
39,5,1,2.01,0
40,6,1,6.03,0
40,6,1,4.02,1
40,6,1,2.01,0
41,7,1,6.03,0
41,7,1,4.02,1
41,7,1,2.01,0
42,1,1,6.03,0
42,1,1,4.02,1
42,1,1,2.01,0
43,2,1,6.03,0
43,2,1,4.02,1
43,2,1,2.01,0
44,3,1,6.03,0
44,3,1,4.02,1
44,3,1,2.01,0
45,4,1,6.03,0
45,4,1,4.02,1
45,4,1,2.01,0
46,5,1,6.03,0
46,5,1,4.02,1
46,5,1,2.01,0
47,6,1,6.03,0
47,6,1,4.02,1
47,6,1,2.01,0
48,7,1,6.03,0
48,7,1,4.02,1
48,7,1,2.01,0
49,1,1,6.03,0
49,1,1,4.02,1
49,1,1,2.01,0
50,2,1,6.03,0
50,2,1,4.02,1
50,2,1,2.01,0
59,1,6,6.04,0
59,1,6,4.02,1
59,1,6,2.01,0
59,2,1,6.04,0
59,2,1,4.02,1
59,2,1,2.01,0
59,3,1,6.04,0
59,3,1,4.02,1
59,3,1,2.01,0
59,4,1,6.04,0
59,4,1,4.03,1
59,4,1,2.01,0
60,5,1,6.04,0
60,5,1,4.03,1
60,5,1,2.01,0
61,6,1,6.04,0
61,6,1,4.03,1
61,6,1,2.01,0
62,7,1,6.04,0
62,7,1,4.03,1
62,7,1,2.01,0
63,1,1,6.04,0
63,1,1,4.03,1
63,1,1,2.01,0
64,2,1,6.04,0
64,2,1,4.03,1
64,2,1,2.01,0
65,3,1,6.04,0
65,3,1,4.03,1
65,3,1,2.01,0
66,4,1,6.04,0
66,4,1,4.03,1
66,4,1,2.01,0
67,5,1,6.04,0
67,5,1,4.03,1
67,5,1,2.01,0
68,6,1,6.04,0
68,6,1,4.03,1
68,6,1,2.01,0
69,7,1,6.04,0
69,7,1,4.03,1
69,7,1,2.01,0
70,1,1,6.04,0
70,1,1,4.03,1
70,1,1,2.01,0
71,2,1,6.04,0
71,2,1,4.03,1
71,2,1,2.01,0
72,3,1,6.04,0
72,3,1,4.03,1
72,3,1,2.01,0
73,4,1,6.04,0
73,4,1,4.03,1
73,4,1,2.01,0
74,5,1,6.04,0
74,5,1,4.03,1
74,5,1,2.01,0
75,6,1,6.04,0
75,6,1,4.03,1
75,6,1,2.01,0
76,7,1,6.04,0
76,7,1,4.03,1
76,7,1,2.01,0
77,1,1,6.04,0
77,1,1,4.03,1
77,1,1,2.01,0
78,2,1,6.04,0
78,2,1,4.03,1
78,2,1,2.01,0
79,3,1,6.04,0
79,3,1,4.03,1
79,3,1,2.01,0
80,4,1,6.05,0
80,4,1,4.03,1
80,4,1,2.02,0
81,5,1,6.05,0
81,5,1,4.03,1
81,5,1,2.02,0
82,6,1,6.05,0
82,6,1,4.03,1
82,6,1,2.02,0
83,7,1,6.04,0
83,7,1,4.03,1
83,7,1,2.01,0
84,1,1,6.05,0
84,1,1,4.03,1
84,1,1,2.02,0
85,2,1,6.05,0
85,2,1,4.03,1
85,2,1,2.02,0
86,3,1,6.05,0
86,3,1,4.03,1
86,3,1,2.02,0
87,4,1,6.05,0
87,4,1,4.03,1
87,4,1,2.02,0
88,5,1,6.05,0
88,5,1,4.03,1
88,5,1,2.02,0
89,6,1,6.05,0
89,6,1,4.03,1
89,6,1,2.02,0
90,7,1,6.05,0
90,7,1,4.03,1
90,7,1,2.02,0
91,1,1,6.05,0
91,1,1,4.03,1
91,1,1,2.02,0
92,2,1,6.05,0
92,2,1,4.03,1
92,2,1,2.02,0
93,3,1,6.05,0
93,3,1,4.03,1
93,3,1,2.02,0
94,4,1,6.05,0
94,4,1,4.03,1
94,4,1,2.02,0
95,5,1,6.05,0
95,5,1,4.03,1
95,5,1,2.02,0
96,6,1,6.05,0
96,6,1,4.03,1
96,6,1,2.02,0
97,7,1,6.05,0
97,7,1,4.03,1
97,7,1,2.02,0
98,1,1,6.05,0
98,1,1,4.03,1
98,1,1,2.02,0
99,2,1,6.05,0
99,2,1,4.03,1
99,2,1,2.02,0
100,3,1,6.05,0
100,3,1,4.03,1
100,3,1,2.02,0
101,4,1,6.05,0
101,4,1,4.04,1
101,4,1,2.02,0
102,5,1,6.05,0
102,5,1,4.04,1
102,5,1,2.02,0
103,6,1,6.05,0
103,6,1,4.04,1
103,6,1,2.02,0
104,7,1,6.05,0
104,7,1,4.04,1
104,7,1,2.02,0
105,1,1,6.05,0
105,1,1,4.04,1
105,1,1,2.02,0
106,2,1,6.05,0
106,2,1,4.04,1
106,2,1,2.02,0
107,3,1,6.05,0
107,3,1,4.04,1
107,3,1,2.02,0
108,4,1,6.06,0
108,4,1,4.04,1
108,4,1,2.02,0
109,5,1,6.06,0
109,5,1,4.04,1
109,5,1,2.02,0
110,6,1,6.06,0
110,6,1,4.04,1
110,6,1,2.02,0
111,7,1,6.06,0
111,7,1,4.04,1
111,7,1,2.02,0
119,2,2,6.06,0
119,2,2,4.04,1
119,2,2,2.02,0
119,3,1,6.06,0
119,3,1,4.04,1
119,3,1,2.02,0
119,4,1,6.06,0
119,4,1,4.04,1
119,4,1,2.02,0
119,5,1,6.06,0
119,5,1,4.04,1
119,5,1,2.02,0
119,6,1,6.06,0
119,6,1,4.04,1
119,6,1,2.02,0
119,7,1,6.06,0
119,7,1,4.04,1
119,7,1,2.02,0
119,1,1,6.06,0
119,1,1,4.04,1
119,1,1,2.02,0
120,2,1,6.06,0
120,2,1,4.04,1
120,2,1,2.02,0
121,3,1,6.06,0
121,3,1,4.04,1
121,3,1,2.02,0
122,4,1,6.06,0
122,4,1,4.04,1
122,4,1,2.02,0
123,5,1,6.06,0
123,5,1,4.04,1
123,5,1,2.02,0
124,6,1,6.06,0
124,6,1,4.04,1
124,6,1,2.02,0
125,7,1,6.06,0
125,7,1,4.04,1
125,7,1,2.02,0
126,1,1,6.06,0
126,1,1,4.04,1
126,1,1,2.02,0
127,2,1,6.06,0
127,2,1,4.04,1
127,2,1,2.02,0
128,3,1,6.06,0
128,3,1,4.04,1
128,3,1,2.02,0
129,4,1,6.06,0
129,4,1,4.04,1
129,4,1,2.02,0
130,5,1,6.06,0
130,5,1,4.04,1
130,5,1,2.02,0
131,6,1,6.06,0
131,6,1,4.04,1
131,6,1,2.02,0
132,7,1,6.06,0
132,7,1,4.04,1
132,7,1,2.02,0
134,1,1,6.06,0
134,1,1,4.04,1
134,1,1,2.02,0
135,2,1,6.06,0
135,2,1,4.04,1
135,2,1,2.02,0
136,3,1,6.07,0
136,3,1,4.04,1
136,3,1,2.02,0
136,4,1,6.07,0
136,4,1,4.04,1
136,4,1,2.02,0
137,5,1,6.07,0
137,5,1,4.04,1
137,5,1,2.02,0
138,6,1,6.07,0
138,6,1,4.04,1
138,6,1,2.02,0
139,7,1,6.07,0
139,7,1,4.04,1
139,7,1,2.02,0
140,1,1,6.07,0
140,1,1,4.04,1
140,1,1,2.02,0
141,2,1,6.07,0
141,2,1,4.04,1
141,2,1,2.02,0
