5,1,500,0
5,1,300,1
5,1,100,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,3000,0
7,1,-2000,1
7,1,1000,0
1,1,500,0
1,1,300,1
1,1,100,0
2,1,1000,0
2,1,600,1
2,1,300,0
3,1,800,0
3,1,500,1
3,1,200,0
5,2,1400,0
5,2,900,1
5,2,400,0
6,1,400,0
6,1,300,1
6,1,100,0
7,1,2500,0
7,1,-1600,1
7,1,800,0
1,1,600,0
1,1,400,1
1,1,200,0
2,1,700,0
2,1,400,1
2,1,200,0
3,1,500,0
3,1,300,1
3,1,100,0
4,1,1300,0
4,1,900,1
4,1,400,0
5,1,500,0
5,1,300,1
5,1,100,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,3100,0
7,1,-2000,1
7,1,1000,0
1,1,600,0
1,1,400,1
1,1,200,0
2,1,500,0
2,1,300,1
2,1,100,0
3,1,900,0
3,1,600,1
3,1,300,0
4,1,700,0
4,1,500,1
4,1,200,0
5,1,700,0
5,1,500,1
5,1,200,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,2200,0
7,1,-1500,1
7,1,700,0
1,1,800,0
1,1,500,1
1,1,200,0
2,1,700,0
2,1,400,1
2,1,200,0
3,1,1000,0
3,1,700,1
3,1,300,0
4,1,1100,0
4,1,700,1
4,1,300,0
5,1,700,0
5,1,400,1
5,1,200,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,2700,0
7,1,-1800,1
7,1,900,0
1,1,300,0
1,1,200,1
1,1,100,0
2,1,700,0
2,1,400,1
2,1,200,0
3,1,1100,0
3,1,700,1
3,1,300,0
4,1,700,0
4,1,400,1
4,1,200,0
5,1,700,0
5,1,400,1
5,1,200,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,1600,0
7,1,-1100,1
7,1,500,0
1,1,600,0
1,1,400,1
1,1,200,0
2,1,700,0
2,1,400,1
2,1,200,0
3,1,1000,0
3,1,700,1
3,1,300,0
4,1,600,0
4,1,400,1
4,1,200,0
5,1,600,0
5,1,400,1
5,1,200,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,1900,0
7,1,-1300,1
7,1,600,0
1,1,400,0
1,1,200,1
1,1,100,0
2,1,700,0
2,1,500,1
2,1,200,0
3,1,700,0
3,1,400,1
3,1,200,0
4,1,700,0
4,1,400,1
4,1,200,0
5,1,700,0
5,1,400,1
5,1,200,0
6,1,600,0
6,1,400,1
6,1,200,0
7,1,2200,0
7,1,-1500,1
7,1,700,0
1,1,100,0
1,1,100,1
1,1,0,0
2,1,800,0
2,1,500,1
2,1,200,0
1,6,2100,0
1,6,1400,1
1,6,700,0
2,1,800,0
2,1,500,1
2,1,200,0
3,1,700,0
3,1,500,1
3,1,200,0
4,1,800,0
4,1,500,1
4,1,200,0
5,1,600,0
5,1,400,1
5,1,200,0
6,1,400,0
6,1,200,1
6,1,100,0
7,1,1300,0
7,1,-900,1
7,1,400,0
1,1,500,0
1,1,300,1
1,1,100,0
2,1,900,0
2,1,600,1
2,1,300,0
3,1,700,0
3,1,400,1
3,1,200,0
4,1,600,0
4,1,400,1
4,1,200,0
5,1,800,0
5,1,500,1
5,1,200,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,1600,0
7,1,-1000,1
7,1,500,0
1,1,500,0
1,1,300,1
1,1,100,0
2,1,900,0
2,1,600,1
2,1,300,0
3,1,800,0
3,1,500,1
3,1,200,0
4,1,800,0
4,1,500,1
4,1,200,0
5,1,500,0
5,1,300,1
5,1,100,0
6,1,200,0
6,1,100,1
6,1,0,0
7,1,2300,0
7,1,-1500,1
7,1,700,0
1,1,700,0
1,1,500,1
1,1,200,0
2,1,900,0
2,1,600,1
2,1,300,0
3,1,800,0
3,1,500,1
3,1,200,0
4,1,800,0
4,1,500,1
4,1,200,0
5,1,600,0
5,1,400,1
5,1,200,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,1800,0
7,1,-1200,1
7,1,600,0
1,1,800,0
1,1,500,1
1,1,200,0
2,1,1100,0
2,1,700,1
2,1,300,0
3,1,900,0
3,1,600,1
3,1,300,0
4,1,600,0
4,1,400,1
4,1,200,0
5,1,700,0
5,1,500,1
5,1,200,0
6,1,400,0
6,1,300,1
6,1,100,0
7,1,2000,0
7,1,-1300,1
7,1,600,0
1,1,600,0
1,1,400,1
1,1,200,0
2,1,800,0
2,1,500,1
2,1,200,0
3,1,900,0
3,1,600,1
3,1,300,0
4,1,800,0
4,1,500,1
4,1,200,0
5,1,600,0
5,1,400,1
5,1,200,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,1400,0
7,1,-900,1
7,1,400,0
1,1,400,0
1,1,200,1
1,1,100,0
2,1,700,0
2,1,400,1
2,1,200,0
3,1,800,0
3,1,500,1
3,1,200,0
4,1,700,0
4,1,500,1
4,1,200,0
5,1,1000,0
5,1,600,1
5,1,300,0
6,1,300,0
6,1,200,1
6,1,100,0
7,1,1600,0
7,1,-1100,1
7,1,500,0
1,1,500,0
1,1,300,1
1,1,100,0
2,1,600,0
2,1,400,1
2,1,200,0
3,1,600,0
3,1,400,1
3,1,200,0
4,1,1000,0
4,1,600,1
4,1,300,0
5,1,700,0
5,1,400,1
5,1,200,0
6,1,400,0
6,1,200,1
6,1,100,0
7,1,1300,0
7,1,-800,1
7,1,400,0
2,2,1400,0
2,2,900,1
2,2,400,0
3,1,700,0
3,1,500,1
3,1,200,0
4,1,600,0
4,1,400,1
4,1,200,0
5,1,1800,0
5,1,1200,1
5,1,600,0
6,1,400,0
6,1,300,1
6,1,100,0
7,1,2200,0
7,1,-1400,1
7,1,700,0
1,1,600,0
1,1,400,1
1,1,200,0
2,1,700,0
